phrase_type,phrase,cases_with,occurrences
noun_chunk,the organisation,1,2
noun_chunk,the other offences,1,2
noun_chunk,the other party,1,2
noun_chunk,the other side,2,2
noun_chunk,the party,1,2
noun_chunk,the piece,1,2
noun_chunk,the place,2,2
noun_chunk,the plea,1,2
noun_chunk,the police officer,1,2
noun_chunk,the police station,2,2
noun_chunk,the position,2,2
noun_chunk,the presence,1,2
noun_chunk,the principal,1,2
noun_chunk,the principles,2,2
noun_chunk,the profile,2,2
noun_chunk,the proposition,1,2
noun_chunk,the provisions,2,2
noun_chunk,the proviso,2,2
noun_chunk,the public,2,2
noun_chunk,the range,2,2
noun_chunk,the requisite intent,2,2
noun_chunk,the result,2,2
noun_chunk,the right,1,2
noun_chunk,the sentencing decision,1,2
noun_chunk,the sentencing judge,2,2
noun_chunk,the side,2,2
noun_chunk,the single judge,2,2
noun_chunk,the spent cartridge,1,2
noun_chunk,the spread,1,2
noun_chunk,the staircase,1,2
noun_chunk,the store,1,2
noun_chunk,the test,2,2
noun_chunk,"the trial
process",2,2
noun_chunk,the two defendants,2,2
noun_chunk,the two police officers,1,2
noun_chunk,the verdicts,2,2
noun_chunk,the victim's death,1,2
noun_chunk,the wall,1,2
noun_chunk,the woman,1,2
noun_chunk,their verdict,2,2
noun_chunk,themselves,2,2
noun_chunk,these,2,2
noun_chunk,these appellants,1,2
noun_chunk,these circumstances,2,2
noun_chunk,these two areas,1,2
noun_chunk,this appeal,2,2
noun_chunk,this point,2,2
noun_chunk,this question,2,2
noun_chunk,those cases,1,2
noun_chunk,times,2,2
noun_chunk,upward adjustment,2,2
noun_chunk,use,2,2
noun_chunk,very serious injury,1,2
noun_chunk,violent disorder,1,2
noun_chunk,weapons,2,2
noun_chunk,whatever,2,2
noun_chunk,whoever,2,2
noun_chunk,years,2,2
noun_chunk,""" a passage",1,1
noun_chunk,"""The legal situation",1,1
noun_chunk,"""incited
Craig",1,1
noun_chunk,"""preparation",1,1
noun_chunk,"""the appellant",1,1
noun_chunk,"""withdrawal",1,1
noun_chunk,'s,1,1
noun_chunk,(3) SA1,1,1
noun_chunk,(A,1,1
noun_chunk,(B,1,1
noun_chunk,(Bangy,1,1
noun_chunk,(Squeaky,1,1
noun_chunk,(a) criminal negligence,1,1
noun_chunk,(b,1,1
noun_chunk,(b) provocation,1,1
noun_chunk,(c,1,1
noun_chunk,(d,1,1
noun_chunk,(supra,1,1
noun_chunk,) personal safety,1,1
noun_chunk,", ""a person",1,1
noun_chunk,", then failure",1,1
noun_chunk,- (a,1,1
noun_chunk,- Judgment,1,1
noun_chunk,-- two murders,1,1
noun_chunk,.,1,1
noun_chunk,"1
AB",1,1
noun_chunk,1 April,1,1
noun_chunk,1 September,1,1
noun_chunk,1 WLR,1,1
noun_chunk,1.3 metres,1,1
noun_chunk,10th April,1,1
noun_chunk,11 September,1,1
noun_chunk,11th July,1,1
noun_chunk,11th June,1,1
noun_chunk,11th September,1,1
noun_chunk,12 months' imprisonment concurrent,1,1
noun_chunk,12 or 13 cartridges,1,1
noun_chunk,12 years,1,1
noun_chunk,12 years' imprisonment,1,1
noun_chunk,121 Ky.,1,1
noun_chunk,12th November,1,1
noun_chunk,12th October,1,1
noun_chunk,13 January,1,1
noun_chunk,14 October,1,1
noun_chunk,140 Clarence Road,1,1
noun_chunk,15 January,1,1
noun_chunk,16 Cox CC,1,1
noun_chunk,16th November,1,1
noun_chunk,17 February,1,1
noun_chunk,18 January 2000 JUDGMENT LORD CHIEF JUSTICE,1,1
noun_chunk,"18),this Court",1,1
noun_chunk,"18th
December",1,1
noun_chunk,18th February,1,1
noun_chunk,19 April,1,1
noun_chunk,19 September,1,1
noun_chunk,1963] AC,1,1
noun_chunk,19th June,1,1
noun_chunk,1A,1,1
noun_chunk,1st January,1,1
noun_chunk,2 November,1,1
noun_chunk,2 Plowden,1,1
noun_chunk,2.30 pm,1,1
noun_chunk,2/3 June,1,1
noun_chunk,20 years,1,1
noun_chunk,22 and 26 August,1,1
noun_chunk,22 years,1,1
noun_chunk,22nd,1,1
noun_chunk,25 th May,1,1
noun_chunk,25 years,1,1
noun_chunk,26 July,1,1
noun_chunk,26 th March,1,1
noun_chunk,27 September,1,1
noun_chunk,27th January,1,1
noun_chunk,27th March,1,1
noun_chunk,28th June,1,1
noun_chunk,29 Criminal Appeal Reports,1,1
noun_chunk,29th,1,1
noun_chunk,29th February,1,1
noun_chunk,29th June,1,1
noun_chunk,2A,1,1
noun_chunk,2nd January,1,1
noun_chunk,3 April,1,1
noun_chunk,3 July,1,1
noun_chunk,30 July,1,1
noun_chunk,30 years,1,1
noun_chunk,30 years' imprisonment,1,1
noun_chunk,"30th
August",1,1
noun_chunk,30th July,1,1
noun_chunk,31 July,1,1
noun_chunk,3rd July,1,1
noun_chunk,4 April,1,1
noun_chunk,4.00 a.m.,1,1
noun_chunk,4.1 metres,1,1
noun_chunk,4.30 pm,1,1
noun_chunk,4th July,1,1
noun_chunk,4th November,1,1
noun_chunk,5 June,1,1
noun_chunk,5th December,1,1
noun_chunk,"6
November",1,1
noun_chunk,7 April,1,1
noun_chunk,7 November,1,1
noun_chunk,7.00 am,1,1
noun_chunk,7th May,1,1
noun_chunk,8 March,1,1
noun_chunk,8 th December,1,1
noun_chunk,"8th
August",1,1
noun_chunk,8th August,1,1
noun_chunk,8th February,1,1
noun_chunk,8th ed,1,1
noun_chunk,9 Kelvin Road,1,1
noun_chunk,"9.35 
 pm",1,1
noun_chunk,90 Willow Tree Lane,1,1
noun_chunk,9F - 10C,1,1
noun_chunk,9pm,1,1
noun_chunk,9 November,1,1
noun_chunk,A C,1,1
noun_chunk,A deliberate act,1,1
noun_chunk,A further complaint,1,1
noun_chunk,A majority,1,1
noun_chunk,A martial arts expert,1,1
noun_chunk,A police car,1,1
noun_chunk,A separate indictment,1,1
noun_chunk,A shotgun barrel,1,1
noun_chunk,A submission,1,1
noun_chunk,AC,1,1
noun_chunk,Abolition,1,1
noun_chunk,Act,1,1
noun_chunk,Alison,1,1
noun_chunk,Alison Lewis' husband,1,1
noun_chunk,All,1,1
noun_chunk,All four counts,1,1
noun_chunk,All the experts,1,1
noun_chunk,Andrew Cook,1,1
noun_chunk,Anstee Court,1,1
noun_chunk,"Anwar
Mohammed",1,1
noun_chunk,Anybody,1,1
noun_chunk,Archbold,1,1
noun_chunk,Archer,1,1
noun_chunk,Attempted murder,1,1
noun_chunk,Azam impotent,1,1
noun_chunk,Azam's food,1,1
noun_chunk,Azam's solicitors,1,1
noun_chunk,"Bachan's 
 return",1,1
noun_chunk,Bachan's return,1,1
noun_chunk,Baron Vaughn,1,1
noun_chunk,Barras's body,1,1
noun_chunk,Barras's leg,1,1
noun_chunk,Barry Schofield's case,1,1
noun_chunk,Becerra's hand,1,1
noun_chunk,Bedford,1,1
noun_chunk,Bentley,1,1
noun_chunk,Berkshire Assizes,1,1
noun_chunk,Bhajan,1,1
noun_chunk,Bleak House,1,1
noun_chunk,Boreman Otton LJ,1,1
noun_chunk,Both appellants,1,1
noun_chunk,Both counsel,1,1
noun_chunk,Both men,1,1
noun_chunk,Bradley,1,1
noun_chunk,Bradshaw's murder,1,1
noun_chunk,Bratty -v- Attorney-General,1,1
noun_chunk,Brendan Fearon,1,1
noun_chunk,Brian Robinson's account,1,1
noun_chunk,British subjects,1,1
noun_chunk,Butler,1,1
noun_chunk,Butterfield J,1,1
noun_chunk,Caffrey's blood,1,1
noun_chunk,Campbell 89 Mass,1,1
noun_chunk,Carl Bridgewater’s body,1,1
noun_chunk,Carrington,1,1
noun_chunk,Chan Wing Sui,1,1
noun_chunk,Chelmsford Crown Court,1,1
noun_chunk,Chick,1,1
noun_chunk,Chris,1,1
noun_chunk,Christopher Chick,1,1
noun_chunk,Christopher Craig,1,1
noun_chunk,Christopher Sherwood,1,1
noun_chunk,Church,1,1
noun_chunk,"Clare
Miller",1,1
noun_chunk,Clare Miller,1,1
noun_chunk,Clydach,1,1
noun_chunk,Cook,1,1
noun_chunk,Courvoisier brandy,1,1
noun_chunk,"Craig's
evidence",1,1
noun_chunk,Craig's defence,1,1
noun_chunk,Criminal Law,1,1
noun_chunk,Croydon,1,1
noun_chunk,D. P. P.,1,1
noun_chunk,DC Buttle,1,1
noun_chunk,DPP,1,1
noun_chunk,Darshan's friend,1,1
noun_chunk,"David 
 Morris",1,1
noun_chunk,David George Morris,1,1
noun_chunk,David Keith Pagett,1,1
noun_chunk,Dawn Mapp,1,1
noun_chunk,Death Penalty,1,1
noun_chunk,December,1,1
noun_chunk,Defence counsel,1,1
noun_chunk,Denbigh Street,1,1
noun_chunk,Derby,1,1
noun_chunk,"Derek
William Bentley",1,1
noun_chunk,"Detective Constable
McGrath",1,1
noun_chunk,Detective Constable Fairfax,1,1
noun_chunk,Director,1,1
noun_chunk,"Donald
Pendleton",1,1
noun_chunk,Dr Arnold Dr Renshaw's first scenario,1,1
noun_chunk,Dr Arnold's evidence,1,1
noun_chunk,Dr Arnold's opinion,1,1
noun_chunk,Dr David Thomas,1,1
noun_chunk,Dr Kennedy,1,1
noun_chunk,Dr Lipsedge,1,1
noun_chunk,Dr Mughal,1,1
noun_chunk,Dr Patel,1,1
noun_chunk,Dr. Glanville Williams' view,1,1
noun_chunk,Dr Renshaw's view,1,1
noun_chunk,Dunbar,1,1
noun_chunk,EWCA Crim,1,1
noun_chunk,Each,1,1
noun_chunk,Each denied murder,1,1
noun_chunk,East London,1,1
noun_chunk,Eastern Avenue,1,1
noun_chunk,Emily,1,1
noun_chunk,Encouragement,1,1
noun_chunk,English Lord Hutton,1,1
noun_chunk,"Evan
Berry",1,1
noun_chunk,Exhibit,1,1
noun_chunk,Factors,1,1
noun_chunk,Fearon's evidence,1,1
noun_chunk,"First, a subjective question",1,1
noun_chunk,Forde,1,1
noun_chunk,Forensic examination,1,1
noun_chunk,Freddie Barras,1,1
noun_chunk,French J,1,1
noun_chunk,Friday,1,1
noun_chunk,Friday 21st,1,1
noun_chunk,Further Grounds,1,1
noun_chunk,Further statements,1,1
noun_chunk,Gail ,1,1
noun_chunk,Gallagher,1,1
noun_chunk,Gallimore,1,1
noun_chunk,"Gants 
 Hill",1,1
noun_chunk,"Gary
Nelson",1,1
noun_chunk,Gentleman's Magazine,1,1
noun_chunk,Germany,1,1
noun_chunk,Gibbs,1,1
noun_chunk,Gibbs J,1,1
noun_chunk,Goliath,1,1
noun_chunk,Grendon Prison,1,1
noun_chunk,Grounds,1,1
noun_chunk,Guida,1,1
noun_chunk,"Harold 
 Percival Williams",1,1
noun_chunk,Hastings,1,1
noun_chunk,Heather Stewart's case,1,1
noun_chunk,Her Majesty’s pleasure,1,1
noun_chunk,"His Honour Judge Francis
Allen",1,1
noun_chunk,His Honour Judge Goldsack QC,1,1
noun_chunk,His Honour Judge Hutchinson,1,1
noun_chunk,His Honour Judge Lockett,1,1
noun_chunk,His Honour Judge Sir Lawrence Verney,1,1
noun_chunk,"His attendance 
 note",1,1
noun_chunk,His counsel,1,1
noun_chunk,His defence,1,1
noun_chunk,His evidence,1,1
noun_chunk,His first account,1,1
noun_chunk,His mate,1,1
noun_chunk,His shooting,1,1
noun_chunk,Hogan,1,1
noun_chunk,Hyam,1,1
noun_chunk,Hyde 92 Cr App R,1,1
noun_chunk,"Ian Stuart 
 Lewis",1,1
noun_chunk,Iftikhar,1,1
noun_chunk,"Iftikhar Naz's
admissions",1,1
noun_chunk,Ivy Newman,1,1
noun_chunk,JC,1,1
noun_chunk,"James
Robinson",1,1
noun_chunk,James Edward Robinson,1,1
noun_chunk,James Robinson,1,1
noun_chunk,Jewish men,1,1
noun_chunk,Jill Robinson,1,1
noun_chunk,John Thorpe,1,1
noun_chunk,K,1,1
noun_chunk,Katie,1,1
noun_chunk,Keene J,1,1
noun_chunk,Kilburn Police Station,1,1
noun_chunk,Kimber,1,1
noun_chunk,King's Bench,1,1
noun_chunk,Kingsbury,1,1
noun_chunk,"Ladley's
assurance",1,1
noun_chunk,Lambert,1,1
noun_chunk,Larkin,1,1
noun_chunk,Leading counsel,1,1
noun_chunk,Leeds,1,1
noun_chunk,Lewes,1,1
noun_chunk,Lewis's shoulder,1,1
noun_chunk,Lincoln's plea,1,1
noun_chunk,Lord Hutton,1,1
noun_chunk,Lord Lane CJ,1,1
noun_chunk,Lord Lowry,1,1
noun_chunk,Lord Mustill,1,1
noun_chunk,Lord Steyn,1,1
noun_chunk,Louise Pugh,1,1
noun_chunk,Louise Wan,1,1
noun_chunk,Lovesey,1,1
noun_chunk,Lyons' activity,1,1
noun_chunk,Maida Vale,1,1
noun_chunk,Maidstone Crown Court,1,1
noun_chunk,Manchester,1,1
noun_chunk,Margaret Davies,1,1
noun_chunk,"Marvyn
Bradshaw",1,1
noun_chunk,May,1,1
noun_chunk,McCullough J,1,1
noun_chunk,Medical Evidence,1,1
noun_chunk,Michael Hickey,1,1
noun_chunk,Michael Joseph Hickey,1,1
noun_chunk,Michael O'Brien,1,1
noun_chunk,Microscopic examination,1,1
noun_chunk,Mir Aslam,1,1
noun_chunk,Miss McCoy's conduct,1,1
noun_chunk,Miss Robinson,1,1
noun_chunk,Molloy,1,1
noun_chunk,Monday,1,1
noun_chunk,Morland J.,1,1
noun_chunk,Morris' appeal,1,1
noun_chunk,"Mr
Barrett",1,1
noun_chunk,Mr Anthony Edward Martin,1,1
noun_chunk,Mr Batten,1,1
noun_chunk,Mr Bevan QC,1,1
noun_chunk,Mr Blunt,1,1
noun_chunk,Mr C Stephenson,1,1
noun_chunk,Mr Eric Williams,1,1
noun_chunk,Mr Farrer QC,1,1
noun_chunk,Mr Fearon,1,1
noun_chunk,Mr Fitzgerald,1,1
noun_chunk,Mr Griffiths,1,1
noun_chunk,Mr Hall Senior,1,1
noun_chunk,Mr Hall's parents,1,1
noun_chunk,Mr Hutchison,1,1
noun_chunk,Mr Hutchison's entire approach,1,1
noun_chunk,Mr J Foy QC,1,1
noun_chunk,Mr Jimmy Adams,1,1
noun_chunk,Mr Justice Stephen Brown,1,1
noun_chunk,Mr Kentridge,1,1
noun_chunk,Mr Kentridge's position,1,1
noun_chunk,Mr Latham QC,1,1
noun_chunk,Mr MacDonald,1,1
noun_chunk,Mr Maloney,1,1
noun_chunk,Mr Mansfield,1,1
noun_chunk,Mr Martin's account,1,1
noun_chunk,Mr Martin's defence,1,1
noun_chunk,Mr Rees,1,1
noun_chunk,Mr Roberts QC,1,1
noun_chunk,Mr Saunders's garden,1,1
noun_chunk,Mr Saunders's murder,1,1
noun_chunk,Mr Saunders's neighbours,1,1
noun_chunk,Mr Sherwood's trial,1,1
noun_chunk,Mr Sidney Kentridge QC,1,1
noun_chunk,Mr Stirland,1,1
noun_chunk,Mr Tetlow,1,1
noun_chunk,Mr Tugendhat,1,1
noun_chunk,Mr Wakelam,1,1
noun_chunk,Mr Wolkind's argument,1,1
noun_chunk,Mr. Justice Caulfield,1,1
noun_chunk,Mr. Justice Glyn-Jones,1,1
noun_chunk,Mr. Justice Mars Jones,1,1
noun_chunk,Mr. Justice Park,1,1
noun_chunk,Mr. Justice Parker,1,1
noun_chunk,Mr. Owen's argument,1,1
noun_chunk,"Mrs 
 Doris Dawson",1,1
noun_chunk,Mrs Brannan's visit,1,1
noun_chunk,Mrs Hall,1,1
noun_chunk,"Mrs Lynne
Kyte",1,1
noun_chunk,Mrs Stirland,1,1
noun_chunk,Mrs Tunstall,1,1
noun_chunk,Mrs. Francis,1,1
noun_chunk,Mrs. Wood,1,1
noun_chunk,Mr Alphon,1,1
noun_chunk,Naseem,1,1
noun_chunk,Newbury,1,1
noun_chunk,No 6 shot,1,1
noun_chunk,No express motive,1,1
noun_chunk,No witness,1,1
noun_chunk,Normanton,1,1
noun_chunk,Northern Ireland,1,1
noun_chunk,Norwich,1,1
noun_chunk,Nottingham Assizesm,1,1
noun_chunk,November,1,1
noun_chunk,Officer Ingling's death,1,1
noun_chunk,Others,1,1
noun_chunk,P,1,1
noun_chunk,"P.C.
Harrison",1,1
noun_chunk,P.C. Harrison,1,1
noun_chunk,P.C. McDonald,1,1
noun_chunk,Parkhurst Prison,1,1
noun_chunk,Parliament,1,1
noun_chunk,Patrick Molloy’s assertion,1,1
noun_chunk,Paynes,1,1
noun_chunk,Penfold,1,1
noun_chunk,Pennsylvania,1,1
noun_chunk,Peter Alphon,1,1
noun_chunk,Peterson,1,1
noun_chunk,Plowden,1,1
noun_chunk,Police Constable,1,1
noun_chunk,Police Constable Harrison,1,1
noun_chunk,Potts J,1,1
noun_chunk,Powell,1,1
noun_chunk,Preston,1,1
noun_chunk,Professor Gudjonsson,1,1
noun_chunk,Professor Williams,1,1
noun_chunk,Public Prosecutions,1,1
noun_chunk,Purchas J.,1,1
noun_chunk,R,1,1
noun_chunk,"R
v Jones",1,1
noun_chunk,R v Brown,1,1
noun_chunk,R v Sullivan,1,1
noun_chunk,R. 21 and (1975) A. C.,1,1
noun_chunk,Rafferty J,1,1
noun_chunk,Reg -v- Doherty,1,1
noun_chunk,Reg -v- Lipman,1,1
noun_chunk,Reg -v- Moore,1,1
noun_chunk,Rejan Uddin,1,1
noun_chunk,Robinson’s arrest,1,1
noun_chunk,Rose LJ,1,1
noun_chunk,Rukhsana Naz,1,1
noun_chunk,Rukhsana's death,1,1
noun_chunk,Rukhsana's home,1,1
noun_chunk,Rukhsana's house,1,1
noun_chunk,Rukhsana's legs,1,1
noun_chunk,Rukhsana's neck,1,1
noun_chunk,Rumpff J.,1,1
noun_chunk,SELF-DEFENCE,1,1
noun_chunk,Sarbjit,1,1
noun_chunk,Saunders,1,1
noun_chunk,Schofield,1,1
noun_chunk,Sean,1,1
noun_chunk,Sentences,1,1
noun_chunk,Shakeela Naz,1,1
noun_chunk,Sharp,1,1
noun_chunk,"Shazad
Naz",1,1
noun_chunk,Shazad Naz,1,1
noun_chunk,Sheffield,1,1
noun_chunk,Sherwood's account,1,1
noun_chunk,Sherwood's sister,1,1
noun_chunk,Sidney Miles,1,1
noun_chunk,Slough,1,1
noun_chunk,Smith's death,1,1
noun_chunk,So encouragement,1,1
noun_chunk,Some support,1,1
noun_chunk,Sooklal,1,1
noun_chunk,Squeaky fall,1,1
noun_chunk,Squeaky's shoulder,1,1
noun_chunk,St Albans,1,1
noun_chunk,"Stephen 
 Lewis",1,1
noun_chunk,Stephen J,1,1
noun_chunk,Stewart,1,1
noun_chunk,Such a conclusion,1,1
noun_chunk,Sukhdave,1,1
noun_chunk,"Sukhdave's 
 wife",1,1
noun_chunk,Sullivan,1,1
noun_chunk,Sunday 23rd,1,1
noun_chunk,Sutherland Avenue,1,1
noun_chunk,Swansea,1,1
noun_chunk,Swansea Crown Court,1,1
noun_chunk,Sylvia Jeannette Nott,1,1
noun_chunk,THE FORENSIC EVIDENCE Dr Arnold,1,1
noun_chunk,THE LAW,1,1
noun_chunk,THE LORD CHIEF JUSTICE,1,1
noun_chunk,"Tasties
Restaurant",1,1
noun_chunk,Tasties Restaurant,1,1
noun_chunk,Thabo Meli,1,1
noun_chunk,That exchange,1,1
noun_chunk,That level,1,1
noun_chunk,That passage,1,1
noun_chunk,That recommendation,1,1
noun_chunk,That relatively elaborate structure,1,1
noun_chunk,That shot,1,1
noun_chunk,That spread,1,1
noun_chunk,That withdrawal,1,1
noun_chunk,"The
Convictions",1,1
noun_chunk,"The
Crown case",1,1
noun_chunk,"The
case",1,1
noun_chunk,"The
particulars",1,1
noun_chunk,"The
second",1,1
noun_chunk,"The
significance",1,1
noun_chunk,"The
maximum sentence",1,1
noun_chunk,"The 
 Court",1,1
noun_chunk,"The 
 prosecution",1,1
noun_chunk,The Crown case,1,1
noun_chunk,The Homicide Act,1,1
noun_chunk,The Jewish population,1,1
noun_chunk,The Jury,1,1
noun_chunk,The Lewis brothers,1,1
noun_chunk,The People,1,1
noun_chunk,The Prosecution's case,1,1
noun_chunk,The Prosecutions' case,1,1
noun_chunk,The Queen,1,1
noun_chunk,The United States authorities,1,1
noun_chunk,The allegation,1,1
noun_chunk,The analysis,1,1
noun_chunk,The answer,1,1
noun_chunk,The appeal,1,1
noun_chunk,The appellant appeals,1,1
noun_chunk,The application,1,1
noun_chunk,The approach,1,1
noun_chunk,The basis,1,1
noun_chunk,The charge,1,1
noun_chunk,The choice,1,1
noun_chunk,The complaint,1,1
noun_chunk,The constituents,1,1
noun_chunk,The courts,1,1
noun_chunk,The criticism,1,1
noun_chunk,The defendants,1,1
noun_chunk,The difficulty,1,1
noun_chunk,The dispersed shot,1,1
noun_chunk,The essential thrust,1,1
noun_chunk,The fatal blow,1,1
noun_chunk,The features,1,1
noun_chunk,The felonious acts,1,1
noun_chunk,The first ground,1,1
noun_chunk,The first question,1,1
noun_chunk,The first sentence,1,1
noun_chunk,The incitement,1,1
noun_chunk,The issue,1,1
noun_chunk,The killing,1,1
noun_chunk,The killings,1,1
noun_chunk,The label,1,1
noun_chunk,The latest case,1,1
noun_chunk,The lesser injury,1,1
noun_chunk,The level,1,1
noun_chunk,The life sentence,1,1
noun_chunk,The main discussion,1,1
noun_chunk,The main point,1,1
noun_chunk,The mere coincidence,1,1
noun_chunk,The murder weapon,1,1
noun_chunk,The next case,1,1
noun_chunk,The obvious tensions,1,1
noun_chunk,The only other piece,1,1
noun_chunk,"The only scientific 
 evidence",1,1
noun_chunk,The order,1,1
noun_chunk,The other possibility,1,1
noun_chunk,The other significant feature,1,1
noun_chunk,The other witness,1,1
noun_chunk,The particulars,1,1
noun_chunk,The passage,1,1
noun_chunk,The pathological evidence,1,1
noun_chunk,The plans,1,1
noun_chunk,The point,1,1
noun_chunk,The possible infliction,1,1
noun_chunk,The present appeal,1,1
noun_chunk,The problem,1,1
noun_chunk,The proceedings,1,1
noun_chunk,The prosecution,1,1
noun_chunk,The prosecution's case,1,1
noun_chunk,The questions,1,1
noun_chunk,The reason,1,1
noun_chunk,The report,1,1
noun_chunk,The requirement,1,1
noun_chunk,The second aspect,1,1
noun_chunk,The second ground,1,1
noun_chunk,The second question,1,1
noun_chunk,The second shot,1,1
noun_chunk,The sentences,1,1
noun_chunk,The statutory provisions,1,1
noun_chunk,The submission,1,1
noun_chunk,The test,1,1
noun_chunk,The three defendants,1,1
noun_chunk,The three robbers,1,1
noun_chunk,The trial,1,1
noun_chunk,"The trial
judge's ruling",1,1
noun_chunk,The two counts,1,1
noun_chunk,The upper end,1,1
noun_chunk,The upshot,1,1
noun_chunk,The victims,1,1
noun_chunk,The way,1,1
noun_chunk,"These
groups",1,1
noun_chunk,These directions,1,1
noun_chunk,This case,1,1
noun_chunk,This degree,1,1
noun_chunk,This offence,1,1
noun_chunk,Those,1,1
noun_chunk,Thursday,1,1
noun_chunk,"Tracy
Kyte's trial",1,1
noun_chunk,Tracy Kyte,1,1
noun_chunk,Treacy J,1,1
noun_chunk,Trial,1,1
noun_chunk,Trustthorpe,1,1
noun_chunk,Tucker J.,1,1
noun_chunk,Tuesday 19th September,1,1
noun_chunk,Two areas,1,1
noun_chunk,Two men,1,1
noun_chunk,"Valerie 
 Storie",1,1
noun_chunk,Valley,1,1
noun_chunk,"Victor
Dinall",1,1
noun_chunk,"Vincent
James Hickey",1,1
noun_chunk,Vincent Hickey,1,1
noun_chunk,"Vincent Hickey’s
cousin",1,1
noun_chunk,Wayne,1,1
noun_chunk,Weddle,1,1
noun_chunk,Weddle’s part,1,1
noun_chunk,Wednesday,1,1
noun_chunk,Wendy Bruin,1,1
noun_chunk,West Glamorgan,1,1
noun_chunk,What my learned friend,1,1
noun_chunk,Whenever reduction,1,1
noun_chunk,Widgery LJ,1,1
noun_chunk,Wight,1,1
noun_chunk,William Scott,1,1
noun_chunk,Wordsley,1,1
noun_chunk,Wormwood Scrubs,1,1
noun_chunk,Wormwood Scrubs Prison,1,1
noun_chunk,"Yew
Tree Farm",1,1
noun_chunk,Yew Tree Farm,1,1
noun_chunk,Zoora Ghulam Shah,1,1
noun_chunk,[1991] 1 QB,1,1
noun_chunk,[2006] 1 Cr App,1,1
noun_chunk,a,1,1
noun_chunk,"a
case",1,1
noun_chunk,"a
charge",1,1
noun_chunk,"a
christening",1,1
noun_chunk,"a
defence",1,1
noun_chunk,"a
fatal wound",1,1
noun_chunk,"a
finding",1,1
noun_chunk,"a
gun fight",1,1
